Age,Birth Place,Birthday,College,Current Status,Current Team,Experience,Height (inches),High School,High School Location,Name,Number,Player Id,Position,Weight (lbs),Years Played
75,"Nashville , TN",11/10/1944,Houston,Retired,,2 Seasons,74,,,"Fowler, Charlie",,charliefowler/2514297,,265,1967 - 1968
31,,9/25/1988,No College,Retired,,2 Seasons,76,,,"Dable, Anthony",,anthonydable/2555573,,220,2016 - 2017
44,"Lafayette , LA",1/10/1975,Louisiana-Lafayette,Retired,,14 Seasons,74,,,"Delhomme, Jake",,jakedelhomme/2500361,,215,1998 - 2011
63,"Tacoma , WA",7/30/1956,Colorado State,Retired,,2 Seasons,72,,,"Washington, Harry",,harrywashington/2528288,,180,1978 - 1979
,"Emmetsburg , IA",3/29/1908,Iowa,Retired,,1 Season,68,,,"Jensvold, Leo",,leojensvold/2517517,,173,1931 - 1931
43,"Milton , FL",2/4/1976,Troy,Retired,,4 Seasons,75,,,"Walker, Rod",,rodwalker/2503511,,320,2000 - 2003
55,"Houma , LA",3/4/1964,LSU,Retired,,1 Season,74,,,"Andrews, Mitch",,mitchandrews/2508558,,239,1987 - 1987
40,Melbourne Australia,7/8/1979,Hawaii,Retired,,11 Seasons,72,,,"McBriar, Mat",,matmcbriar/2505268,,227,2004 - 2014
61,"Gatesville , TX",4/22/1958,Baylor,Retired,,1 Season,71,,,"Fisher, Mike",,mikefisher/2514063,,172,1981 - 1981
67,"Los Angeles , CA",9/16/1952,Colorado,Retired,,1 Season,76,,,"Goodman, Harvey",,harveygoodman/2515061,,260,1976 - 1976
34,"Houston , TX",5/14/1985,Boston College,Retired,,5 Seasons,74,,,"Francois, Rob",,robfrancois/2507598,,255,2009 - 2013
34,"Greenville , MS",12/8/1984,Mississippi State,Retired,,9 Seasons,75,,,"Johnson, Antonio",,antoniojohnson/2495646,,305,2007 - 2015
25,"Cedar Hill , TX",6/30/1994,Texas A&M,Cut from team,,Season,71,,,"Harris, De'Vante",,de'vanteharris/2556833,,190,
37,Jamaica,3/15/1982,Stanford,Retired,,6 Seasons,79,,,"Harris, Kwame",,kwameharris/2505578,,320,2003 - 2008
74,"Galveston , TX",7/6/1945,Oklahoma,Retired,,5 Seasons,76,,,"Riley, Jim",,jimriley/2524180,,250,1967 - 1971
,"Chicago , IL",11/11/1910,Northwestern,Retired,,1 Season,73,,,"Hajek, Chuck",,chuckhajek/2515597,,210,1934 - 1934
45,"San Rafael , CA",4/10/1974,Penn State,Retired,,7 Seasons,74,,,"Noble, Brandon",,brandonnoble/2502298,,305,1999 - 2005
78,"Mexico , MO",6/22/1941,Los Angeles State,Retired,,9 Seasons,78,,,"Kindig, Howard",,howardkindig/2518470,,265,1965 - 1974
62,"Breckenridge , MN",3/29/1957,Minnesota,Retired,,1 Season,76,,,"Tobin, Steven",,steventobin/2527479,,258,1980 - 1980
47,"Montgomery , AL",3/7/1972,Troy,Retired,,1 Season,71,,,"Parker, Orlando",,orlandoparker/2502405,,183,1994 - 1994
,"Elkins , WV",10/25/1917,Pittsburgh,Retired,,8 Seasons,71,,,"Goldberg, Marshall",,marshallgoldberg/2515002,,190,1939 - 1948
24,"Dallas , TX",11/2/1995,Texas Tech,dev?,Los Angeles Rams,Rookie,73,Summer Creek HS,"Humble, TX","Allen, Dakota",51,dakotaallen/2562618,LB,232,
60,"Los Angeles , CA",4/23/1959,Cincinnati,Retired,,1 Season,71,,,"Goodman, Don",,dongoodman/2515065,,214,1987 - 1987
41,"Bellaire , OH",8/31/1978,Virginia Tech,Retired,,5 Seasons,74,,,"Taylor, Ben",,bentaylor/2505104,,238,2002 - 2006
23,"Miami , FL",11/6/1996,Miami (Fla.),Active,Cleveland Browns,Rookie,72,Miami Killian HS,"Miami, FL","Redwine, Sheldrick",29,sheldrickredwine/2562711,DB,196,
25,"Trumbull , CT",9/27/1994,Villanova,Retired,,2 Seasons,74,,,"Cherry, Don",,doncherry/2556499,,240,2016 - 2017
,"Rochester , NY",6/4/1890,Syracuse,Retired,,1 Season,,,,"Forsyth, Ben",,benforsyth/2514254,,190,1920 - 1920
55,"St. Petersburg , FL",9/3/1964,Louisville,Retired,,10 Seasons,69,,,"Givins, Ernest",,ernestgivins/2500810,,181,1986 - 1995
24,"Jackson , AL",9/16/1995,Oklahoma,dev?,Cincinnati Bengals,3rd season,71,Hendrickson HS,"Pflugerville, TX","Perine, Samaje",34,samajeperine/2558138,RB,240,
70,"Valdosta , GA",12/22/1948,Florida State,Retired,,2 Seasons,73,,,"Dawson, Rhett",,rhettdawson/2512665,,185,1972 - 1973
36,,6/30/1983,South Florida,Retired,,1 Season,76,,,"Newton, Levi",,levinewton/2506158,,310,2006 - 2006
32,"Milwaukee , WI",12/13/1986,Arkansas,Retired,,2 Seasons,78,,,"Valdez, Jose",,josevaldez/71497,,324,2009 - 2012
50,,7/18/1969,California,Retired,,1 Season,73,,,"Pawlawski, Mike",,mikepawlawski/2502430,,205,1992 - 1992
24,USA,7/11/1995,Michigan,Active,Jacksonville Jaguars,Rookie,71,Eastern Christian Academy HS,,"Watson, Brandon",40,brandonwatson/2562912,DB,198,
41,"St. Louis , MO",6/1/1978,Illinois,Retired,,3 Seasons,74,,,"Young, Michael",,michaelyoung/2504446,,223,2001 - 2003
28,"Wichita , KS",8/7/1991,Oklahoma,Active,Kansas City Chiefs,5th season,78,Bishop Carroll HS,"Wichita, KS","Bell, Blake",81,blakebell/2552478,TE,252,
53,"Detroit , MI",4/10/1966,USC,Retired,,2 Seasons,72,,,"Affholter, Erik",,erikaffholter/2499362,,187,1991 - 1992
45,"Detroit , MI",1/17/1974,Michigan State,Retired,,15 Seasons,70,,,"Mason, Derrick",,derrickmason/2501898,,197,1997 - 2011
73,"New Orleans , LA",7/15/1946,Tulsa,Retired,,4 Seasons,74,,,"Jenkins, Al",,aljenkins/2517479,,245,1969 - 1973
49,"Atlanta , GA",11/1/1970,Auburn,Retired,,3 Seasons,69,,,"Barlow, Corey",,coreybarlow/2499538,,182,1992 - 1994
42,"Westfield , NJ",4/18/1977,Humboldt State,Retired,,1 Season,76,,,"Cheek, Steve",,stevecheek/2504352,,200,2004 - 2004
51,"Louisville , KY",3/21/1968,Louisville,Retired,,2 Seasons,74,,,"Sander, Mark",,marksander/2502816,,232,1992 - 1993
41,"Newark , NJ",1/1/1978,West Virginia,Retired,,3 Seasons,75,,,"Edmonds, Chris",,chrisedmonds/2504348,,250,2001 - 2003
,"St.Louis , MO",6/12/1923,St. Louis,Retired,,2 Seasons,76,,,"Nagel, Ross",,rossnagel/2521933,,234,1942 - 1951
39,"Shelby , NC",1/25/1980,The Citadel,Retired,,3 Seasons,77,,,"Washburn, Cliff",,cliffwashburn/2505284,,315,2007 - 2009
25,"Fairburn , GA",6/25/1994,Auburn,Cut from team,Oakland Raiders,2nd season,71,Creekside HS,"Fairburn, GA","Holsey, Joshua",44,joshuaholsey/2558858,CB,195,
29,,8/9/1990,Michigan State,Retired,,1 Season,71,,,"Allen, Denicos",,denicosallen/2550538,,218,2014 - 2014
42,"Denver , CO",7/24/1977,Wyoming,Retired,,4 Seasons,69,,,"Gamble, Trent",,trentgamble/2504025,,195,2000 - 2003
29,"Phoenix , AZ",8/10/1990,Arizona State,Retired,,4 Seasons,71,,,"Carr, Deveron",,deveroncarr/2541690,,194,2013 - 2016
71,"Pittsburgh , PA",8/23/1948,Arizona State,Retired,,4 Seasons,70,,,"Thomas, Bob",,bobthomas/2527280,,201,1971 - 1974
28,"Tempe , AZ",6/24/1991,USC,Active,Detroit Lions,6th season,75,Desert Vista HS,"Phoenix, AZ","Kennard, Devon",42,devonkennard/2543869,OLB,256,
23,"Lithonia , GA",11/9/1996,North Carolina State,Active,New England Patriots,Rookie,74,Arabia Mountain HS,"Stonecrest, GA","Meyers, Jakobi",16,jakobimeyers/2562492,WR,200,
46,"Atlanta , GA",1/6/1973,Georgia,Retired,,3 Seasons,74,,,"Marshall, Whit",,whitmarshall/2501880,,245,1996 - 1999
41,"Ontario , CA",10/26/1978,Arizona,Retired,,9 Seasons,73,,,"Pierce, Antonio",,antoniopierce/2504433,,238,2001 - 2009
,"Robert Lee , TX",7/14/1914,Texas Tech,Retired,,1 Season,71,,,"Baze, Winnie",,winniebaze/2509218,,200,1937 - 1937
32,"Cherry Point , NC",8/27/1987,Baylor,Retired,,5 Seasons,75,,,"Gettis, David",,davidgettis/497290,,220,2010 - 2014
49,"Los Angeles , CA",7/10/1970,Nevada,Retired,,2 Seasons,71,,,"Reeves, Bryan",,bryanreeves/2502617,,195,1994 - 1995
,"Malden , MA",7/23/1905,N.Y.U.,Retired,,1 Season,69,,,"Barrabee, Bob",,bobbarrabee/2509065,,190,1931 - 1931
82,"Los Angeles , CA",12/16/1936,Los Angeles State,Retired,,2 Seasons,75,,,"Gillett, Fred",,fredgillett/2514885,,225,1962 - 1964
49,"Kansas City , MO",8/23/1970,Oklahoma,Retired,,4 Seasons,70,,,"Rasheed, Kenyon",,kenyonrasheed/2502587,,235,1993 - 1996
32,,7/22/1987,Southern Illinois,Retired,,1 Season,77,,,"Dieker, Chris",,chrisdieker/2530951,,230,2011 - 2011
55,"Floresville , TX",3/8/1964,Texas,Retired,,4 Seasons,74,,,"Teltschik, John",,johnteltschik/2527148,,212,1986 - 1989
59,"Toledo , OH",1/13/1960,Texas-Arlington,Retired,,1 Season,76,,,"Young, Ben",,benyoung/2529537,,225,1983 - 1983
42,"Teaneck , NJ",12/9/1976,Pennsylvania,Retired,,8 Seasons,72,,,"Finn, Jim",,jimfinn/2500632,,245,2000 - 2007
45,"Waterbury , CT",9/25/1974,Southern Connecticut State,Retired,,1 Season,74,,,"Ortiz, Chris",,chrisortiz/2502365,,202,1999 - 1999
55,"Chicago , IL",12/20/1963,Mississippi,Retired,,1 Season,78,,,"Perry, Mario",,marioperry/2523055,,240,1987 - 1987
31,"San Diego Co. , CA",7/26/1988,Colorado,Active,Baltimore Ravens,9th season,74,Colton HS,CA,"Smith, Jimmy",22,jimmysmith/2508107,CB,210,
49,"Clovis , NM",4/28/1970,Stanford,Retired,,4 Seasons,76,,,"Harris, Mark",,markharris/2501049,,201,1996 - 1999
37,,10/17/1982,North Carolina State,Retired,,4 Seasons,72,,,"Edwards, Dovonte",,dovonteedwards/2506202,,182,2005 - 2008
61,"Halifax , VA",3/27/1958,East Tennessee State,Retired,,8 Seasons,72,,,"Ferrell, Earl",,earlferrell/2513972,,225,1982 - 1989
,"Stamford , CT",3/22/1907,Georgetown,Retired,,1 Season,67,,,"Scalzi, Johnny",,johnnyscalzi/2524982,,168,1931 - 1931
32,"Jersey City , NJ",6/3/1987,Wisconsin,Retired,,9 Seasons,73,,,"Casillas, Jonathan",,jonathancasillas/71249,,226,2009 - 2017
47,"Siler City , NC",1/9/1972,North Carolina,Retired,,7 Seasons,72,,,"Mason, Eddie",,eddiemason/2501899,,232,1995 - 2002
35,"Cleveland , OH",9/18/1984,Ohio State,Retired,,5 Seasons,72,,,"Gonzalez, Anthony",,anthonygonzalez/2495612,,193,2007 - 2011
53,"Southfield , MI",10/12/1966,Penn State,Retired,,1 Season,75,,,"Karpinski, Keith",,keithkarpinski/2518152,,255,1989 - 1989
,"Teague , TX",4/2/1913,Tulsa,Retired,,1 Season,72,,,"Harmon, Ham",,hamharmon/2515854,,220,1937 - 1937
,"Dallas , TX",11/16/1950,Texas A&M-Commerce,Retired,,11 Seasons,77,,,"Martin, Harvey",,harveymartin/2520240,,262,1973 - 1983
45,"Brooklyn , NY",12/12/1973,Rhode Island,Retired,,1 Season,72,,,"D'Agostino, Lou",,loud'agostino/2500266,,235,1996 - 1996
55,"Houston , TX",6/13/1964,Stephen F. Austin St.,Retired,,1 Season,74,,,"Evans, John",,johnevans/2513747,,243,1987 - 1987
34,"Goldsboro , NC",10/26/1985,Wake Forest,Retired,,2 Seasons,74,,,"Vaughn, Chip",,chipvaughn/71503,,221,2009 - 2011
61,"San Francisco , CA",6/25/1958,Oklahoma,Retired,,5 Seasons,73,,,"Ray, Darrol",,darrolray/2523790,,200,1980 - 1984
65,"Los Angeles , CA",3/27/1954,Texas A&M,Retired,,3 Seasons,73,,,"Ten Napel, Garth",,garthtennapel/2527153,,213,1976 - 1978
67,"San Diego , CA",11/24/1951,Arkansas,Retired,,1 Season,71,,,"Reppond, Mike",,mikereppond/2523981,,179,1973 - 1973
37,"Clovis , NM",9/4/1982,New Mexico,Retired,,5 Seasons,76,,,"Baskett, Hank",,hankbaskett/2495804,,220,2006 - 2010
73,"Bessemer , AL",10/5/1946,Alcorn State,Retired,,9 Seasons,74,,,"Watkins, Larry",,larrywatkins/2528342,,230,1969 - 1977
67,"Latrobe , PA",11/7/1952,Penn State,Retired,,4 Seasons,77,,,"Markovich, Mark",,markmarkovich/2520165,,256,1974 - 1977
29,"Youngstown , OH",10/14/1990,Ohio State,Active,New England Patriots,7th season,74,Cardinal Mooney HS,"Youngstown, OH","Simon, John",55,johnsimon/2539280,DE,260,
24,"Wiggins , MS",8/26/1995,Texas A&M,Injured reserve,Tampa Bay Buccaneers,3rd season,72,Stone HS,"Wiggins, MS","Evans, Justin",21,justinevans/2557945,SS,199,
53,"Lincoln , IL",9/29/1966,UCLA,Retired,,13 Seasons,74,,,"Norton, Ken",,kennorton/2502309,,254,1988 - 2000
31,"San Antonio , TX",6/28/1988,Texas,Retired,,1 Season,72,,,"Lawrence, Hunter",,hunterlawrence/2507949,,187,2010 - 2010
24,"Rock Hill , SC",2/23/1995,New Mexico State,Active,Baltimore Ravens,2nd season,77,Rock Hill HS,"Rock Hill, SC","Scott, Jaleel",12,jaleelscott/2560867,WR,210,
59,,4/5/1960,Tennessee,Retired,,1 Season,75,,,"Jeffers, Lemont",,lemontjeffers/2517450,,210,1982 - 1982
42,"Sioux Falls , SD",10/6/1977,Baylor,Retired,,0 Season,74,,,"Watton, Chris",,chriswatton/2528377,,290,2006 - 2006
75,"Mount Pleasant , FL",9/26/1944,Northwestern,Retired,,5 Seasons,70,,,"Campbell, Woody",,woodycampbell/2510998,,204,1967 - 1971
24,"Scottsdale , AZ",9/6/1995,Oklahoma,Active,Baltimore Ravens,2nd season,76,Desert Mountain HS,"Scottsdale, AZ","Andrews, Mark",89,markandrews/2560957,TE,256,
40,"Dayton , OH",12/6/1978,Florida,Retired,,9 Seasons,71,,,"Jackson, Darrell",,darrelljackson/2504274,,210,2000 - 2008
44,"Miami , FL",9/14/1975,Iowa State,Retired,,3 Seasons,67,,,"Davis, Troy",,troydavis/2500334,,191,1997 - 1999
,"Coal City , IN",9/2/1904,Notre Dame,Retired,,2 Seasons,72,,,"Wallace, John",,johnwallace/2528144,,180,1928 - 1929
27,"Valencia , CA",8/17/1992,Minnesota,Retired,,3 Seasons,71,,,"Vereen, Brock",,brockvereen/2543820,,200,2014 - 2016
65,"Birmingham , AL",11/19/1953,Alabama,Retired,,11 Seasons,74,,,"Todd, Richard",,richardtodd/2527483,,207,1976 - 1986
75,"Geneseo , IL",5/17/1944,Western Illinois,Retired,,1 Season,76,,,"DeSutter, Wayne",,waynedesutter/2512849,,255,1966 - 1966
60,"Phoenixville , PA",6/18/1959,Carthage,Retired,,1 Season,75,,,"Kehr, Rick",,rickkehr/2518233,,285,1987 - 1987
54,"Atlanta , GA",9/26/1965,Texas A&M,Retired,,5 Seasons,77,,,"Saddler, Rod",,rodsaddler/2502800,,276,1987 - 1991
68,"Kansas City , KS",2/21/1951,Nebraska,Retired,,4 Seasons,73,,,"Olds, Bill",,billolds/2522437,,224,1973 - 1976
40,"Springfield , IL",5/22/1979,USC,Retired,,5 Seasons,74,,,"Ohalete, Ifeanyi",,ifeanyiohalete/2504432,,221,2001 - 2005
33,"Lithia Springs , GA",2/2/1986,Kentucky,Retired,,4 Seasons,72,,,"Lindley, Trevard",,trevardlindley/494281,,183,2010 - 2013
,"Shenandoah , IA",8/10/1911,Nebraska,Retired,,7 Seasons,75,,,"Masterson, Bernie",,berniemasterson/2520308,,195,1934 - 1940
54,"Oklahoma City , OK",12/19/1964,Oklahoma,Retired,,1 Season,76,,,"Johnson, Greg",,gregjohnson/2517647,,295,1988 - 1988
43,"Inglewood , CA",10/2/1976,Eastern Washington,Retired,,2 Seasons,69,,,"Levingston, Bashir",,bashirlevingston/2501735,,180,1999 - 2000
54,"Sturgis , MS",2/2/1965,Mississippi State,Retired,,8 Seasons,70,,,"Jackson, Kirby",,kirbyjackson/2501331,,176,1987 - 1994
,"Malden , MA",12/8/1892,Yale,Retired,,1 Season,68,,,"Kempton, Herb",,herbkempton/2518321,,155,1921 - 1921
26,,7/28/1993,Marshall,Retired,,1 Season,72,,,"Johnson, Devon",,devonjohnson/2556854,,245,2016 - 2016
60,"Waelder , TX",9/25/1959,Texas,Retired,,4 Seasons,77,,,"Sampleton, Lawrence",,lawrencesampleton/2524824,,233,1982 - 1987
33,"Perryton , TX",6/19/1986,Army,Retired,,4 Seasons,74,,,"Campbell, Caleb",,calebcampbell/1687,,237,2008 - 2012
25,"Altus , OK",2/16/1994,Pittsburgh,Retired,,1 Season,74,,,"Jarrett, Tyrique",,tyriquejarrett/2559192,,335,2017 - 2017
42,"Cincinnati , OH",10/27/1977,Purdue,Retired,,3 Seasons,76,,,"Nugent, David",,davidnugent/2504196,,295,2000 - 2002
47,"San Diego , CA",10/28/1972,Georgia,Retired,,8 Seasons,71,,,"Davis, Terrell",,terrelldavis/2500330,,210,1995 - 2002
24,"Phoenix , AZ",12/26/1994,North Carolina State,Active,Cincinnati Bengals,Rookie,76,Paradise Valley HS,"Phoenix, AZ","Finley, Ryan",5,ryanfinley/2562651,QB,207,
,"St. Edward , NE",6/11/1925,Nebraska,Retired,,1 Season,69,,,"Fischer, Clete",,cletefischer/2514050,,170,1949 - 1949
38,"Ector Co. , TX",3/13/1981,Purdue,Retired,,7 Seasons,74,,,"Johnson, Landon",,landonjohnson/2506049,,232,2004 - 2010
25,,12/30/1993,Faulkner University,Retired,,1 Season,76,,,"Casher, Chris",,chriscasher/2559064,,265,2017 - 2017
57,"St. Louis , MO",2/19/1962,Missouri,Retired,,1 Season,72,,,"Thomas, Curtland",,curtlandthomas/2527225,,185,1987 - 1987
32,"La Jolla , CA",11/12/1986,Oregon State,Retired,,3 Seasons,76,,,"Canfield, Sean",,seancanfield/497104,,223,2010 - 2012
22,USA,6/20/1997,North Dakota State,dev?,Indianapolis Colts,Rookie,71,Newsome HS,"Lithia, FL","Anderson, Bruce",,bruceanderson/2562402,RB,208,
23,"Tallahassee , FL",2/1/1996,Central Florida,dev?,Cincinnati Bengals,2nd season,76,Wakulla Co. HS,"Crawfordville, FL","Franks, Jordan",88,jordanfranks/2561330,TE,240,
30,"Newport News , VA",4/18/1989,West Virginia,Cut from team,,Season,76,,,"Barclay, Don",,donbarclay/2534827,,305,
,"Jersey City , NJ",11/17/1916,Fordham,Retired,,1 Season,71,,,"Dennery, Vince",,vincedennery/2512794,,190,1941 - 1941
38,"Los Angeles , CA",2/25/1981,Arizona,Retired,,8 Seasons,70,,,"Wade, Bobby",,bobbywade/2505646,,195,2003 - 2010
41,"Fort Wayne , IN",5/17/1978,Iowa,Retired,,11 Seasons,74,,,"Baker, Jason",,jasonbaker/2504395,,205,2001 - 2011
56,"Huntsville , AL",6/8/1963,Alabama,Retired,,1 Season,76,,,"Johnson, Hoss",,hossjohnson/2517606,,295,1987 - 1987
29,"Windsor , ON",1/15/1990,Rice,Active,Seattle Seahawks,7th season,77,St. Thomas of Villanova HS,"La Salle, Ontario, Canada","Willson, Luke",82,lukewillson/2541199,TE,255,
109,"Elmira , NY",1/27/1910,Stanford,Retired,,1 Season,73,,,"O'Connor, Bob",,bobo'connor/2522373,,220,1935 - 1935
76,"St. Louis , MO",5/15/1943,Arizona,Retired,,8 Seasons,71,,,"Harris, Rickie",,rickieharris/2515982,,182,1965 - 1972
26,"Washington , DC",10/23/1993,Maryland,Injured reserve,Pittsburgh Steelers,4th season,73,Maret School HS,"Washington, DC","Davis, Sean",21,seandavis/2555386,FS,202,
50,"Arlington , TX",10/23/1969,Oklahoma,Retired,,2 Seasons,73,,,"Barnes, Reggie",,reggiebarnes/2499546,,240,1993 - 1995
57,"Alexandria , VA",2/16/1962,Florida,Retired,,4 Seasons,72,,,"Lilly, Tony",,tonylilly/2519509,,199,1984 - 1987
,"Marion , IL",4/23/1919,No College,Retired,,1 Season,73,,,"Norman, Bob",,bobnorman/2522247,,185,1945 - 1945
70,"Lancaster , OH",5/28/1949,Ohio State,Retired,,4 Seasons,71,,,"Kern, Rex",,rexkern/2518367,,190,1971 - 1974
,"Birmingham , AL",8/14/1960,Kansas,Retired,,11 Seasons,77,,,"Thompson, Broderick",,broderickthompson/2503332,,295,1985 - 1996
,"Louisville , KY",11/6/1917,Centre,Retired,,2 Seasons,72,,,"German, Jimmy",,jimmygerman/2514780,,180,1939 - 1940
52,"Dothan , AL",5/5/1967,Alabama State,Retired,,7 Seasons,73,,,"Baxter, Brad",,bradbaxter/2499579,,235,1989 - 1995
64,"Kansas City , MO",12/2/1954,Kansas,Retired,,1 Season,74,,,"Golub, Chris",,chrisgolub/2515028,,196,1977 - 1977
89,"Vinton , LA",2/19/1930,North Texas,Retired,,1 Season,70,,,"Bahnsen, Ken",,kenbahnsen/2508825,,200,1953 - 1953
40,"Killeen , TX",7/14/1979,Texas A&M,Retired,,5 Seasons,71,,,"Jameson, Michael",,michaeljameson/2504549,,205,2001 - 2005
22,,4/24/1997,Georgia,Cut from team,,Season,74,,,"Stanley, Jayson",,jaysonstanley/2563181,,207,
25,"Woodstock , IL",4/30/1994,Indiana State,Active,Green Bay Packers,2nd season,77,Marian Central Catholic HS,"Woodstock, IL","Tonyan, Robert",85,roberttonyan/2559270,TE,237,
67,"Jacksonville , TX",11/1/1952,Houston,Retired,,3 Seasons,73,,,"Johnson, Marshall",,marshalljohnson/2517715,,191,1975 - 1978
56,"Thibodaux , LA",3/3/1963,Southern University,Retired,,1 Season,71,,,"Scott, Ronald",,ronaldscott/2525178,,200,1987 - 1987
42,"Montgomery , AL",10/23/1977,Troy,Retired,,1 Season,75,,,"Allen, Matt",,mattallen/2504520,,230,2002 - 2002
43,"Virginia Beach , VA",1/17/1976,Georgia Tech,Retired,,2 Seasons,75,,,"Page, Craig",,craigpage/2502381,,303,1999 - 2000
29,"Buffalo , NY",9/16/1990,Buffalo,Injured reserve,Atlanta Falcons,5th season,75,Grover Cleveland HS,"Buffalo, NY","Means, Steven",56,stevenmeans/2541310,DE,263,
52,"Covington , GA",9/28/1967,Grambling State,Retired,,12 Seasons,75,,,"Reed, Jake",,jakereed/2502609,,213,1991 - 2002
,"Chisolm , MN",3/28/1918,Toledo,Retired,,3 Seasons,70,,,"Marotti, Lou",,loumarotti/2520175,,210,1943 - 1945
,"Victoria , BC",7/16/1918,USC,Retired,,1 Season,72,,,"Lansdell, Grenny",,grennylansdell/2519073,,190,1940 - 1940
32,,9/7/1987,Mississippi,Retired,,1 Season,72,,,"Eason, Cordera",,corderaeason/2507840,,233,2010 - 2010
58,"Flint , MI",11/27/1960,Michigan,Retired,,3 Seasons,70,,,"Carpenter, Brian",,briancarpenter/2511104,,167,1982 - 1984
37,"Champaign , IL",6/15/1982,Nevada-Las Vegas,Retired,,5 Seasons,75,,,"Seward, Adam",,adamseward/2506485,,250,2005 - 2009
28,"Reno , NV",3/26/1991,Brigham Young,Active,New England Patriots,6th season,75,McQueen HS,"Reno, NV","Van Noy, Kyle",53,kylevannoy/2543699,MLB,250,
27,"Johnson City , NY",12/27/1991,Penn State,Active,Tennessee Titans,6th season,76,Johnson City HS,NY,"Jones, DaQuan",90,daquanjones/2543504,DE,322,
26,"Greenwood , MS",3/12/1993,Auburn,Cut from team,,Season,71,,,"Whitehead, Jermaine",,jermainewhitehead/2552697,,195,
25,Pago Pago American Samoa,10/23/1994,San Jose State,dev?,Los Angeles Rams,1st season,75,,,"Kolone, Jeremiah",61,jeremiahkolone/2561436,OG,316,
27,"Rialto , CA",5/31/1992,Nebraska,Injured reserve,New York Jets,5th season,74,Rancho Verde HS,"Moreno Valley, CA","Enunwa, Quincy",81,quincyenunwa/2543828,WR,225,
47,"Yakima , WA",8/30/1972,Notre Dame,Retired,,1 Season,76,,,"Leahy, Ryan",,ryanleahy/2501710,,301,1997 - 1997
43,"Long Beach , CA",10/24/1976,Hawaii,Retired,,3 Seasons,69,,,"Fenderson, James",,jamesfenderson/2504499,,200,2001 - 2003
,"Norton , WV",9/6/1917,West Virginia,Retired,,4 Seasons,72,,,"Baisi, Al",,albaisi/2508861,,217,1940 - 1947
30,"Clairton , PA",9/28/1989,Pittsburgh,Retired,,4 Seasons,77,,,"Nix, Lucas",,lucasnix/2535834,,325,2012 - 2015
56,"Cincinnati , OH",3/4/1963,Michigan,Retired,,7 Seasons,77,,,"Kattus, Eric",,erickattus/2501564,,235,1986 - 1992
33,"Mccomb , MS",1/15/1986,New Mexico,Retired,,10 Seasons,72,,,"Quin, Glover",,gloverquin/71441,,207,2009 - 2018
39,,6/1/1980,Minnesota,Retired,,1 Season,76,,,"Quinn, Joe",,joequinn/2506605,,290,2005 - 2005
28,"Newport Beach , CA",11/6/1991,East Carolina,Retired,,1 Season,74,,,"Carden, Shane",,shanecarden/2553501,,218,2015 - 2015
34,,9/2/1985,Virginia Tech,Retired,,1 Season,74,,,"Martin, Orion",,orionmartin/80662,,260,2009 - 2009
,"Tacoma , WA",7/23/1926,Washington State,Retired,,9 Seasons,72,,,"Paul, Don",,donpaul/2522878,,187,1950 - 1958
25,"Centreville , VA",4/8/1994,Virginia Tech,Retired,,1 Season,75,,,"Ekanem, Ken",,kenekanem/2559326,,260,2017 - 2017
41,"Oklahoma City , OK",10/26/1978,Oklahoma State,Retired,,7 Seasons,76,,,"Rivers, Marcellus",,marcellusrivers/2504507,,250,2001 - 2007
26,"Columbus , OH",8/6/1993,Findlay,Cut from team,,4 Seasons,71,,,"Jones-Quartey, Harold",,haroldjones-quartey/2553897,,210,
27,"Dallas , TX",4/22/1992,Oklahoma,Injured reserve,Denver Broncos,5th season,73,Skyline HS,"Dallas, TX","Nelson, Corey",56,coreynelson/2550167,LB,226,
,"Holyoke , MA",11/20/1900,Fordham,Retired,,1 Season,71,,,"Manning, Jim",,jimmanning/2520078,,195,1926 - 1926
30,,3/22/1989,Georgia Tech,Retired,,1 Season,74,,,"Jefferson, Brad",,bradjefferson/2530702,,250,2011 - 2011
26,"Manheim , PA",12/1/1992,James Madison,Retired,,1 Season,76,,,"Hart, Derek",,derekhart/2558787,,245,2017 - 2017
23,,11/12/1995,Marshall,dev?,Washington Redskins,Rookie,79,,,"Bee, Ryan",62,ryanbee/2563031,LB,280,
61,"Salem , OR",3/8/1958,Oregon,Retired,,6 Seasons,78,,,"Elshire, Neil",,neilelshire/2513608,,260,1981 - 1986
,"Manor , TX",2/2/1917,Texas A&M,Retired,,3 Seasons,74,,,"Pannell, Ernie",,erniepannell/2522704,,220,1941 - 1945
47,"Brooklyn , NY",12/25/1971,Penn State,Retired,,4 Seasons,73,,,"Forbes, Marlon",,marlonforbes/2500674,,215,1996 - 1999
62,"Hastings , FL",12/23/1956,Kentucky,Retired,,9 Seasons,76,,,"Ramsey, Derrick",,derrickramsey/2523713,,230,1978 - 1987
,"Ogden , UT",6/17/1958,Brigham Young,Retired,,5 Seasons,73,,,"Redd, Glen",,glenredd/2523829,,229,1981 - 1986
57,"Crowley , TX",2/18/1962,Northwestern State-Louisiana,Retired,,9 Seasons,76,,,"Reasons, Gary",,garyreasons/2502601,,235,1984 - 1992
,"Groton , CT",6/26/1921,Penn State,Retired,,2 Seasons,72,,,"Palazzi, Lou",,loupalazzi/2522672,,198,1946 - 1947
